CHECKSUM,DATA_FREE,NODEGROUP,CHECK_TIME,TABLE_NAME,TABLE_ROWS,CREATE_TIME,DATA_LENGTH,UPDATE_TIME,INDEX_LENGTH,TABLE_SCHEMA,TABLE_CATALOG,AVG_ROW_LENGTH,PARTITION_NAME,MAX_DATA_LENGTH,TABLESPACE_NAME,PARTITION_METHOD,PARTITION_COMMENT,SUBPARTITION_NAME,SUBPARTITION_METHOD,PARTITION_EXPRESSION,PARTITION_DESCRIPTION,SUBPARTITION_EXPRESSION,PARTITION_ORDINAL_POSITION,SUBPARTITION_ORDINAL_POSITION
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16434816,<blank>,<blank>,<blank>,<blank>,384,<blank>,<blank>,<blank>,<blank>,CHARACTER_SETS,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16704765,<blank>,<blank>,<blank>,<blank>,231,<blank>,<blank>,<blank>,<blank>,COLLATIONS,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16357770,<blank>,<blank>,<blank>,<blank>,195,<blank>,<blank>,<blank>,<blank>,COLLATION_CHARACTER_SET_APPLICABILITY,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,1024,def,0,<blank>,<blank>,0,281474976710655,<blank>,<blank>,<blank>,<blank>,0,<blank>,<blank>,<blank>,2023-02-19 16:01:09,COLUMNS,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16757145,<blank>,<blank>,<blank>,<blank>,2565,<blank>,<blank>,<blank>,<blank>,COLUMN_PRIVILEGES,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16574250,<blank>,<blank>,<blank>,<blank>,490,<blank>,<blank>,<blank>,<blank>,ENGINES,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,1024,def,0,<blank>,<blank>,0,281474976710655,<blank>,<blank>,<blank>,<blank>,0,<blank>,<blank>,<blank>,2023-02-19 16:01:09,EVENTS,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16768412,<blank>,<blank>,<blank>,<blank>,14468,<blank>,<blank>,<blank>,<blank>,FILES,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16755036,<blank>,<blank>,<blank>,<blank>,3268,<blank>,<blank>,<blank>,<blank>,GLOBAL_STATUS,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16755036,<blank>,<blank>,<blank>,<blank>,3268,<blank>,<blank>,<blank>,<blank>,GLOBAL_VARIABLES,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16762755,<blank>,<blank>,<blank>,<blank>,4637,<blank>,<blank>,<blank>,<blank>,KEY_COLUMN_USAGE,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,1024,def,0,<blank>,<blank>,0,281474976710655,<blank>,<blank>,<blank>,<blank>,0,<blank>,<blank>,<blank>,2023-02-19 16:01:09,OPTIMIZER_TRACE,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,1024,def,0,<blank>,<blank>,0,281474976710655,<blank>,<blank>,<blank>,<blank>,0,<blank>,<blank>,<blank>,2023-02-19 16:01:09,PARAMETERS,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,1024,def,0,<blank>,<blank>,0,281474976710655,<blank>,<blank>,<blank>,<blank>,0,<blank>,<blank>,<blank>,2023-02-19 16:01:09,PARTITIONS,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,1024,def,0,<blank>,<blank>,0,281474976710655,<blank>,<blank>,<blank>,<blank>,0,<blank>,<blank>,<blank>,2023-02-19 16:01:09,PLUGINS,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,1024,def,0,<blank>,<blank>,0,281474976710655,<blank>,<blank>,<blank>,<blank>,0,<blank>,<blank>,<blank>,2023-02-19 16:01:09,PROCESSLIST,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16562084,<blank>,<blank>,<blank>,<blank>,308,<blank>,<blank>,<blank>,<blank>,PROFILING,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16767162,<blank>,<blank>,<blank>,<blank>,4814,<blank>,<blank>,<blank>,<blank>,REFERENTIAL_CONSTRAINTS,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,1024,def,0,<blank>,<blank>,0,281474976710655,<blank>,<blank>,<blank>,<blank>,0,<blank>,<blank>,<blank>,2023-02-19 16:01:09,ROUTINES,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16738048,<blank>,<blank>,<blank>,<blank>,3464,<blank>,<blank>,<blank>,<blank>,SCHEMATA,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16736899,<blank>,<blank>,<blank>,<blank>,2179,<blank>,<blank>,<blank>,<blank>,SCHEMA_PRIVILEGES,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16755036,<blank>,<blank>,<blank>,<blank>,3268,<blank>,<blank>,<blank>,<blank>,SESSION_STATUS,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16755036,<blank>,<blank>,<blank>,<blank>,3268,<blank>,<blank>,<blank>,<blank>,SESSION_VARIABLES,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16752736,<blank>,<blank>,<blank>,<blank>,5753,<blank>,<blank>,<blank>,<blank>,STATISTICS,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16757775,<blank>,<blank>,<blank>,<blank>,9441,<blank>,<blank>,<blank>,<blank>,TABLES,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16772763,<blank>,<blank>,<blank>,<blank>,6951,<blank>,<blank>,<blank>,<blank>,TABLESPACES,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16721712,<blank>,<blank>,<blank>,<blank>,2504,<blank>,<blank>,<blank>,<blank>,TABLE_CONSTRAINTS,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16748692,<blank>,<blank>,<blank>,<blank>,2372,<blank>,<blank>,<blank>,<blank>,TABLE_PRIVILEGES,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,1024,def,0,<blank>,<blank>,0,281474976710655,<blank>,<blank>,<blank>,<blank>,0,<blank>,<blank>,<blank>,2023-02-19 16:01:09,TRIGGERS,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16726092,<blank>,<blank>,<blank>,<blank>,1986,<blank>,<blank>,<blank>,<blank>,USER_PRIVILEGES,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,1024,def,0,<blank>,<blank>,0,281474976710655,<blank>,<blank>,<blank>,<blank>,0,<blank>,<blank>,<blank>,2023-02-19 16:01:09,VIEWS,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16746784,<blank>,<blank>,<blank>,<blank>,31244,<blank>,<blank>,<blank>,<blank>,INNODB_LOCKS,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16746912,<blank>,<blank>,<blank>,<blank>,4536,<blank>,<blank>,<blank>,<blank>,INNODB_TRX,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16773779,<blank>,<blank>,<blank>,<blank>,12007,<blank>,<blank>,<blank>,<blank>,INNODB_SYS_DATAFILES,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16705332,<blank>,<blank>,<blank>,<blank>,1163,<blank>,<blank>,<blank>,<blank>,INNODB_FT_CONFIG,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,11883850,<blank>,<blank>,<blank>,<blank>,17,<blank>,<blank>,<blank>,<blank>,INNODB_SYS_VIRTUAL,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,13107200,<blank>,<blank>,<blank>,<blank>,25,<blank>,<blank>,<blank>,<blank>,INNODB_CMP,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,9437184,<blank>,<blank>,<blank>,<blank>,9,<blank>,<blank>,<blank>,<blank>,INNODB_FT_BEING_DELETED,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,13107200,<blank>,<blank>,<blank>,<blank>,25,<blank>,<blank>,<blank>,<blank>,INNODB_CMP_RESET,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16728660,<blank>,<blank>,<blank>,<blank>,1755,<blank>,<blank>,<blank>,<blank>,INNODB_CMP_PER_INDEX,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,15204352,<blank>,<blank>,<blank>,<blank>,29,<blank>,<blank>,<blank>,<blank>,INNODB_CMPMEM_RESET,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,9437184,<blank>,<blank>,<blank>,<blank>,9,<blank>,<blank>,<blank>,<blank>,INNODB_FT_DELETED,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16765866,<blank>,<blank>,<blank>,<blank>,6669,<blank>,<blank>,<blank>,<blank>,INNODB_BUFFER_PAGE_LRU,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16749238,<blank>,<blank>,<blank>,<blank>,599,<blank>,<blank>,<blank>,<blank>,INNODB_LOCK_WAITS,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16694643,<blank>,<blank>,<blank>,<blank>,1011,<blank>,<blank>,<blank>,<blank>,INNODB_TEMP_TABLE_INFO,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16615548,<blank>,<blank>,<blank>,<blank>,618,<blank>,<blank>,<blank>,<blank>,INNODB_SYS_INDEXES,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16736364,<blank>,<blank>,<blank>,<blank>,2091,<blank>,<blank>,<blank>,<blank>,INNODB_SYS_TABLES,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16609428,<blank>,<blank>,<blank>,<blank>,594,<blank>,<blank>,<blank>,<blank>,INNODB_SYS_FIELDS,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16728660,<blank>,<blank>,<blank>,<blank>,1755,<blank>,<blank>,<blank>,<blank>,INNODB_CMP_PER_INDEX_RESET,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16766844,<blank>,<blank>,<blank>,<blank>,6852,<blank>,<blank>,<blank>,<blank>,INNODB_BUFFER_PAGE,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,14680064,<blank>,<blank>,<blank>,<blank>,56,<blank>,<blank>,<blank>,<blank>,INNODB_FT_DEFAULT_STOPWORD,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16744898,<blank>,<blank>,<blank>,<blank>,1054,<blank>,<blank>,<blank>,<blank>,INNODB_FT_INDEX_TABLE,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16744898,<blank>,<blank>,<blank>,<blank>,1054,<blank>,<blank>,<blank>,<blank>,INNODB_FT_INDEX_CACHE,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16752582,<blank>,<blank>,<blank>,<blank>,2133,<blank>,<blank>,<blank>,<blank>,INNODB_SYS_TABLESPACES,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16742448,<blank>,<blank>,<blank>,<blank>,2994,<blank>,<blank>,<blank>,<blank>,INNODB_METRICS,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16738848,<blank>,<blank>,<blank>,<blank>,1748,<blank>,<blank>,<blank>,<blank>,INNODB_SYS_FOREIGN_COLS,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,15204352,<blank>,<blank>,<blank>,<blank>,29,<blank>,<blank>,<blank>,<blank>,INNODB_CMPMEM,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16332350,<blank>,<blank>,<blank>,<blank>,257,<blank>,<blank>,<blank>,<blank>,INNODB_BUFFER_POOL_STATS,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16613350,<blank>,<blank>,<blank>,<blank>,610,<blank>,<blank>,<blank>,<blank>,INNODB_SYS_COLUMNS,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16700064,<blank>,<blank>,<blank>,<blank>,1752,<blank>,<blank>,<blank>,<blank>,INNODB_SYS_FOREIGN,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2023-02-19 16:01:09,0,def,0,<blank>,<blank>,0,16763355,<blank>,<blank>,<blank>,<blank>,1215,<blank>,<blank>,<blank>,<blank>,INNODB_SYS_TABLESTATS,<blank>,<blank>,information_schema,0,<blank>,<blank>,<blank>
2019-06-03 10:13:04,0,TABLE 4,0,<blank>,<blank>,131072,<blank>,<blank>,<blank>,<blank>,<blank>,80,<blank>,def,<blank>,<blank>,1621,<blank>,<blank>,<blank>,azdummy,<blank>,<blank>,<blank>
2020-11-30 01:05:11,0,Users,0,<blank>,<blank>,16384,<blank>,<blank>,<blank>,<blank>,<blank>,8192,<blank>,def,<blank>,<blank>,2,<blank>,<blank>,<blank>,azdummy,<blank>,<blank>,<blank>
2019-06-03 10:16:38,0,movies,0,<blank>,<blank>,98304,<blank>,<blank>,<blank>,<blank>,<blank>,89,<blank>,def,<blank>,<blank>,1096,<blank>,<blank>,<blank>,azdummy,<blank>,<blank>,<blank>

